item,itemLabel,ISO639_1,ISO639_2,ISO639_3,country,countryLabel
http://www.wikidata.org/entity/Q36668,Austrian Sign Language,,,asq,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q56463,Sámi,,smi,,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q178440,Dari,,,prs,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q715755,Paiwan,,,pwn,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q3073428,Korean Sign Language,,,kvk,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q3553981,Nambya,,,nmq,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q8072097,Zimbabwe Sign Language,,,zib,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q8826802,Barwe,,,bwg,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q1321,Spanish,es,spa,spa,http://www.wikidata.org/entity/Q800,Costa Rica
http://www.wikidata.org/entity/Q1321,Spanish,es,spa,spa,http://www.wikidata.org/entity/Q804,Panama
http://www.wikidata.org/entity/Q1321,Spanish,es,spa,spa,http://www.wikidata.org/entity/Q811,Nicaragua
http://www.wikidata.org/entity/Q1617,Urdu,ur,urd,urd,http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q921,Brunei
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q924,Tanzania
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q953,Zambia
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q958,South Sudan
http://www.wikidata.org/entity/Q1860,English,en,eng,eng,http://www.wikidata.org/entity/Q963,Botswana
http://www.wikidata.org/entity/Q5146,Portuguese,pt,por,por,http://www.wikidata.org/entity/Q916,Angola
http://www.wikidata.org/entity/Q5146,Portuguese,pt,por,por,http://www.wikidata.org/entity/Q824489,Estado Novo
http://www.wikidata.org/entity/Q5885,Tamil,ta,tam,tam,http://www.wikidata.org/entity/Q854,Sri Lanka
http://www.wikidata.org/entity/Q7737,Russian,ru,rus,rus,http://www.wikidata.org/entity/Q813,Kyrgyzstan
http://www.wikidata.org/entity/Q7737,Russian,ru,rus,rus,http://www.wikidata.org/entity/Q863,Tajikistan
http://www.wikidata.org/entity/Q7838,Swahili,sw,swa,swa,http://www.wikidata.org/entity/Q924,Tanzania
http://www.wikidata.org/entity/Q7850,Chinese,zh,chi,zho,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q9035,Danish,da,dan,dan,http://www.wikidata.org/entity/Q756617,Kingdom of Denmark
http://www.wikidata.org/entity/Q9129,Greek,el,,ell,http://www.wikidata.org/entity/Q504081,Greek military junta of 1967–1974
http://www.wikidata.org/entity/Q9176,Korean,ko,kor,kor,http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q9199,Vietnamese,vi,vie,vie,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q9211,Lao,lo,lao,lao,http://www.wikidata.org/entity/Q819,Laos
http://www.wikidata.org/entity/Q9217,Thai,th,tha,tha,http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q9228,Burmese,my,mya,mya,http://www.wikidata.org/entity/Q836,Myanmar
http://www.wikidata.org/entity/Q9237,Malay,ms,msa,msa,http://www.wikidata.org/entity/Q833,Malaysia
http://www.wikidata.org/entity/Q9237,Malay,ms,msa,msa,http://www.wikidata.org/entity/Q921,Brunei
http://www.wikidata.org/entity/Q9255,Kyrgyz,ky,kir,kir,http://www.wikidata.org/entity/Q813,Kyrgyzstan
http://www.wikidata.org/entity/Q9260,Tajik,tg,tgk,tgk,http://www.wikidata.org/entity/Q863,Tajikistan
http://www.wikidata.org/entity/Q9267,Turkmen,tk,tuk,tuk,http://www.wikidata.org/entity/Q874,Turkmenistan
http://www.wikidata.org/entity/Q9267,Turkmen,tk,tuk,tuk,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q9264,Uzbek,uz,uzb,uzb,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q9288,Hebrew,he,heb,heb,http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q9610,Bengali,bn,ben,ben,http://www.wikidata.org/entity/Q902,Bangladesh
http://www.wikidata.org/entity/Q13218,Xhosa,xh,xho,xho,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q13267,Sinhala,si,sin,sin,http://www.wikidata.org/entity/Q854,Sri Lanka
http://www.wikidata.org/entity/Q13311,Ndau,,,ndc,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q805,Yemen
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q810,Jordan
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q817,Kuwait
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q822,Lebanon
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q842,Oman
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q846,Qatar
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q851,Saudi Arabia
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q13955,Arabic,ar,ara,ara,http://www.wikidata.org/entity/Q958,South Sudan
http://www.wikidata.org/entity/Q25258,Faroese,fo,fao,fao,http://www.wikidata.org/entity/Q756617,Kingdom of Denmark
http://www.wikidata.org/entity/Q25355,Greenlandic,kl,kal,kal,http://www.wikidata.org/entity/Q756617,Kingdom of Denmark
http://www.wikidata.org/entity/Q32656,Maldivian,dv,div,div,http://www.wikidata.org/entity/Q826,Maldives
http://www.wikidata.org/entity/Q32704,Venda,ve,ven,ven,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q150,French,fr,fre,fra,http://www.wikidata.org/entity/Q912,Mali
http://www.wikidata.org/entity/Q150,French,fr,fre,fra,http://www.wikidata.org/entity/Q929,Central African Republic
http://www.wikidata.org/entity/Q150,French,fr,fre,fra,http://www.wikidata.org/entity/Q945,Togo
http://www.wikidata.org/entity/Q150,French,fr,fre,fra,http://www.wikidata.org/entity/Q962,Benin
http://www.wikidata.org/entity/Q33049,Balochi,,bal,bal,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q33081,Dzongkha,dz,dzo,dzo,http://www.wikidata.org/entity/Q917,Bhutan
http://www.wikidata.org/entity/Q33273,Chewa,ny,nya,nya,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q33298,Filipino,,fil,fil,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q33614,Khoisan,,khi,,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q33672,Kalanga,,,kck,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q33823,Nepali,ne,nep,nep,http://www.wikidata.org/entity/Q837,Nepal
http://www.wikidata.org/entity/Q33954,Sango,sg,sag,sag,http://www.wikidata.org/entity/Q929,Central African Republic
http://www.wikidata.org/entity/Q34004,Shona,sn,sna,sna,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q34101,Tonga,,,toi,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q34137,Tswana,tn,tsn,tsn,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q34327,Tsonga,ts,tso,tso,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q34340,Sesotho,st,sot,sot,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q35132,Amis language,,,ami,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q35613,Northern Ndebele,nd,nde,nde,http://www.wikidata.org/entity/Q954,Zimbabwe
http://www.wikidata.org/entity/Q36368,Kurdish,ku,kur,kur,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q49228,Austronesian,,map,,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q58680,Pashto,ps,pus,pus,http://www.wikidata.org/entity/Q889,Afghanistan
